name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,Unnamed: 0,sold_in_last_month,status_code,BSR_classificationRanks_rank,BSR_displayGroupRanks_rank
"Panasonic 23L Convection Microwave Oven(NN-CT353BFDG,Black Mirror, 360° Heat Wrap, Magic Grill)",appliances,All Appliances,https://m.media-amazon.com/images/I/71FJZutD8XL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Convection-Microwave-NN-CT353BFDG-Mirror/dp/B00KPSSPZY/ref=sr_1_2324?qid=1679135725&s=appliances&sr=1-2324,4.5,"1,378","₹10,790","₹14,390",2323.0,512,200.0,19,2543
"Luminous Eco Watt Neo 1050 Square Wave 900VA/12V Inverter for Home, Office and Shops",appliances,All Appliances,https://m.media-amazon.com/images/I/61ViDx5G6+L._AC_UL320_.jpg,https://www.amazon.in/Luminous-Eco-Watt-Neo-1050/dp/B08BZSWFL7/ref=sr_1_2328_mod_primary_new?qid=1679135725&s=appliances&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-2328,4.1,968,"₹5,290","₹7,000",2327.0,443,200.0,19,2546
"AGARO Venus 2 Slice Pop up toaster, White, Medium (33525)",appliances,All Appliances,https://m.media-amazon.com/images/I/61OPw88BY0L._AC_UL320_.jpg,https://www.amazon.in/AGARO-Venus-toaster-Medium-33525/dp/B0977C8QJR/ref=sr_1_2329?qid=1679135727&s=appliances&sr=1-2329,4.1,490,"₹1,323","₹1,995",2328.0,496,200.0,19,2547
V-Guard Gatimaan Pro HSP N High Speed Pedestal Fan (2100 RPM) (2 Year Warranty) (Blue Black),appliances,All Appliances,https://m.media-amazon.com/images/I/51avRgWvJ9L._AC_UL320_.jpg,https://www.amazon.in/V-Guard-Gatimaan-Pro-HSP-Pedestal/dp/B09YV3LG1W/ref=sr_1_2330?qid=1679135727&s=appliances&sr=1-2330,3.9,240,"₹3,089","₹5,600",2329.0,419,200.0,19,2548
"AGARO Royal 4 Slice Stainless Steel Pop Up Toaster, With Cancel, Reheat And Defrost Functions, Variable Heat Settings, Rem...",appliances,All Appliances,https://m.media-amazon.com/images/I/61Ll40Jd0NL._AC_UL320_.jpg,https://www.amazon.in/AGARO-Stainless-Functions-Removable-Breakfast/dp/B0B2P2C7TR/ref=sr_1_2335?qid=1679135727&s=appliances&sr=1-2335,4.0,113,"₹2,133","₹3,999",2334.0,517,200.0,19,2553
VMTC Hose Pipe Compatible with Bosch Aquatak/AQT Series High Pressure Car Washer Accessory (10 Metre),appliances,All Appliances,https://m.media-amazon.com/images/I/71RuA7aHvSL._AC_UL320_.jpg,https://www.amazon.in/VMTC-Pressure-Washer-Bosch-Aquatak/dp/B07P95ML7G/ref=sr_1_2336?qid=1679135727&s=appliances&sr=1-2336,4.0,916,"₹1,689","₹3,999",2335.0,496,200.0,19,2554
KBS Refrigerator Stands Square Shape Washing Machine Stand Fridge Stand Washer Dryer Furniture Riser Stand Pads Legs(4 Pie...,appliances,All Appliances,https://m.media-amazon.com/images/I/71rxF+y6ihS._AC_UL320_.jpg,https://www.amazon.in/KBS-Refrigerator-Furniture-Standard-FP/dp/B09GFK2N4R/ref=sr_1_2341?qid=1679135727&s=appliances&sr=1-2341,4.0,22,₹139,₹199,2340.0,413,200.0,19,2559
"AO Smith Z5 Water Purifier, Alkaline Mineralizer Tech, Baby Safe Water with 8 Stage Purification, 100% RO+SCMT (Silver Cha...",appliances,All Appliances,https://m.media-amazon.com/images/I/41O5hntpIiL._AC_UL320_.jpg,https://www.amazon.in/AO-Smith-Purifier-Purification-Mineralizer/dp/B09NQ1K1D9/ref=sr_1_2343?qid=1679135727&s=appliances&sr=1-2343,4.5,688,"₹14,499","₹19,500",2342.0,442,200.0,19,2560
"Faber 60cm 1500m3/hr Autoclean Chimney, 12Yr Warranty on Motor(2Yr Comprehensive), Autoclean Alarm, Mood Lt (HOOD PRIMUS P...",appliances,All Appliances,https://m.media-amazon.com/images/I/41xcJaC0vmL._AC_UL320_.jpg,https://www.amazon.in/Faber-Autoclean-Chimney-Warranty-Comprehensive/dp/B0BS9D9C2T/ref=sr_1_2354?qid=1679135728&s=appliances&sr=1-2354,4.4,"3,443","₹13,700","₹28,590",2353.0,447,200.0,19,2571
Rico Hand Blender with Chutney Maker & Juicer Attachment - 2 Years warranty-By Rico - ISI Quality Mark -Japanese technolog...,appliances,All Appliances,https://m.media-amazon.com/images/I/61OGLooDmGL._AC_UL320_.jpg,https://www.amazon.in/Rico-Blender-Chutney-Juicer-Attachment/dp/B0B2S1Z67J/ref=sr_1_2356?qid=1679135728&s=appliances&sr=1-2356,3.7,"1,012","₹1,999","₹2,450",2355.0,411,200.0,19,2573
"Kitchen Mart 750W Replacement Chutney Jar for Bosch Mixer Grinder (400 ml, Silver)",appliances,All Appliances,https://m.media-amazon.com/images/I/71DAeh7vsJS._AC_UL320_.jpg,https://www.amazon.in/Kitchen-Mart-replacement-Grinder-Chutney/dp/B09524G9GZ/ref=sr_1_2362?qid=1679135728&s=appliances&sr=1-2362,4.4,102,"₹1,199","₹1,499",2361.0,472,200.0,19,2579
Havells Fab UV Storage 7 Litre UV + UF Purified Water Purifier with 5 Stages and transparent removable tank (White & Green),appliances,All Appliances,https://m.media-amazon.com/images/I/71JDhyVRe3L._AC_UL320_.jpg,https://www.amazon.in/Havells-Storage-Water-purifier-Stages/dp/B09NW4LQCK/ref=sr_1_2365?qid=1679135728&s=appliances&sr=1-2365,3.5,198,"₹7,498","₹13,199",2364.0,339,200.0,19,2582
"Havells Duro Blend - S Low Noise 300 watt Hand Blender with Detachable Stainless Steel Stem, Double Bush,Copper Motor & 2 ...",appliances,All Appliances,https://m.media-amazon.com/images/I/41kCiqA07+L._AC_UL320_.jpg,https://www.amazon.in/Havells-Duro-Blend-Blender-White/dp/B09DYC3PGB/ref=sr_1_2366?qid=1679135728&s=appliances&sr=1-2366,4.0,205,"₹1,449","₹2,285",2365.0,510,200.0,19,2583
"Wonderchef Nutri-blend Compact Food Processor with Atta Kneader | 22000 RPM Mixer Grinder, Blender, Chopper, Juicer | 400W...",appliances,All Appliances,https://m.media-amazon.com/images/I/61PXWo5sHQL._AC_UL320_.jpg,https://www.amazon.in/Wonderchef-Nutri-Blend-Compact-Food-Processor/dp/B07XZJCSNG/ref=sr_1_2369?qid=1679135728&s=appliances&sr=1-2369,3.5,"1,225","₹3,799","₹7,600",2368.0,379,200.0,19,2586
Kenstar Wave 56 Litres Woodwool Tower Window Cooler (Grey),appliances,All Appliances,https://m.media-amazon.com/images/I/715Qe8-qypL._AC_UL320_.jpg,https://www.amazon.in/Kenstar-KCLWAVGY056BMW-EGM-Tower-Air-Cooler/dp/B08SB7CL5H/ref=sr_1_2370?qid=1679135728&s=appliances&sr=1-2370,3.3,38,"₹5,990","₹9,290",2369.0,413,200.0,19,2587
Microtek Pearl EM4130+ Automatic Voltage Stabilizer for AC up to 1.5 ton (130V-300V),appliances,All Appliances,https://m.media-amazon.com/images/I/417r5thXaOL._AC_UL320_.jpg,https://www.amazon.in/Microtek-Pearl-Automatic-Stabilizer-130V-300V/dp/B08B3ZKGSJ/ref=sr_1_2373?qid=1679135728&s=appliances&sr=1-2373,4.3,140,"₹3,898","₹6,190",2372.0,464,200.0,19,2590
"LG 21 L Convection Microwave Oven (MC2146BG, Glossy Black)",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71njSjbzsnL._AC_UL320_.jpg,https://www.amazon.in/LG-Convection-Microwave-MC2146BG-Glossy/dp/B07GLPJC7N/ref=sr_1_2379?qid=1679135729&s=appliances&sr=1-2379,4.4,847,"₹10,390","₹14,599",2378.0,406,200.0,19,2596
"iBELL DF210M Electric Deep Fryer 2 Litre Stainless Steel 2000W with Variable Temperature Control Lid, Silver",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/715BOFnZlhL._AC_UL320_.jpg,https://www.amazon.in/DF210M-Electric-Stainless-Variable-Temperature/dp/B0BRCFT7Q7/ref=sr_1_2380?qid=1679135729&s=appliances&sr=1-2380,4.7,5,"₹2,829","₹5,490",2379.0,450,200.0,19,2597
"CSI INTERNATIONAL® 1L instant portable water heater/geyser for use home , office , restaurant , labs, clinics , saloon , b...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61Wc9rZ8n5L._AC_UL320_.jpg,https://www.amazon.in/CSI-INTERNATIONAL%C2%AE-portable-restaurant-Manufacturer/dp/B082RTD2V3/ref=sr_1_2381?qid=1679135729&s=appliances&sr=1-2381,3.8,256,₹999,"₹2,499",2380.0,397,200.0,19,2598
KHC LINT Filter for SEMI Automatic Compatible with LG Washing Machine(Pcs of 2),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51snsQoKxES._AC_UL320_.jpg,https://www.amazon.in/KHC-Filter-Automatic-Washing-Machine/dp/B07H3Z5BRD/ref=sr_1_2388?qid=1679135729&s=appliances&sr=1-2388,3.9,720,₹198,₹240,2387.0,308,200.0,19,2603
"ZIYKO Wooden Battery Trolley with Battery Tray | Inverter Battery Trolley | Wooden Invertor Trolley for Battery, Inverter,...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81zn9LdwNFL._AC_UL320_.jpg,https://www.amazon.in/ZIYKO-Queen-Inverter-Battery-Trolley/dp/B098B44FVR/ref=sr_1_2390?qid=1679135729&s=appliances&sr=1-2390,4.1,370,"₹1,750","₹3,299",2389.0,523,200.0,19,2605
"Yellow Weaves Combo Fridge Top Cover,2 Fridge Handle Covers 4 Fridge Mats (Multi Color, 7 Piece Set)",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81yjEt3RrfL._AC_UL320_.jpg,https://www.amazon.in/Yellow-WeavesTM-Fridge-Handle-Covers/dp/B083DT6PY7/ref=sr_1_2393?qid=1679135729&s=appliances&sr=1-2393,3.9,"2,788",₹259,₹499,2392.0,315,200.0,19,2608
"Activa Amazon 10 L Instant 3 KVA (0.8mm )Special Anti Rust Coated Tank Geyser with 5 Year Warranty, Abs Top Bottom, (IVORY)",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31OJAht2y+S._AC_UL320_.jpg,https://www.amazon.in/ACTIVA-Instant-Special-Coated-Warranty/dp/B07SBR4C8Z/ref=sr_1_2395?qid=1679135729&s=appliances&sr=1-2395,3.8,"1,219","₹3,039","₹6,490",2394.0,420,200.0,19,2610
"Elica 60 cm 880 m3/hr Chimney (Strip CF 60 NERO, 2 Cassette Filters, Black)",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51kB-cw-j8L._AC_UL320_.jpg,https://www.amazon.in/Elica-60-Strip-CF-NERO/dp/B07KS575VP/ref=sr_1_2397?qid=1679135729&s=appliances&sr=1-2397,4.3,"2,158","₹5,999","₹11,990",2396.0,506,200.0,19,2612
"Maharaja Whiteline Torsio Plus Hand Blender with 3 Blades, 250W - HB-141 (Grey)",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31XCEWQPtxL._AC_UL320_.jpg,https://www.amazon.in/Maharaja-Whiteline-Torsio-Blender-Blades/dp/B09Y1QB8MH/ref=sr_1_2400?qid=1679135729&s=appliances&sr=1-2400,3.5,16,"₹1,099","₹1,799",2399.0,399,200.0,19,2615
"DALUCI (4 Pcs Premium Refrigerator Stand, Washing Machine Stand,Furniture Base Stand, Fridge Stands for Single Door and Do...",appliances,All Appliances,https://m.media-amazon.com/images/I/71e-jP16zmS._AC_UL320_.jpg,https://www.amazon.in/DALUCI-4-Pieces-Wardrobe-Refrigerator-Furniture/dp/B0867B48TK/ref=sr_1_2406?qid=1679135730&s=appliances&sr=1-2406,4.0,660,₹163,₹499,2405.0,439,200.0,19,2621
"PrettyKrafts Folding Laundry Basket for Clothes with Lid & Handle, Toys Organiser, 75 Litre, Blue",appliances,All Appliances,https://m.media-amazon.com/images/I/71dxZSLXN5L._AC_UL320_.jpg,https://www.amazon.in/PrettyKrafts-Laundry-Basket-Clothes-Handles/dp/B0814PNCG5/ref=sr_1_2410?qid=1679135730&s=appliances&sr=1-2410,3.8,"1,778",₹462,"₹1,099",2409.0,360,200.0,19,2625
"Bajaj Herculo 1000W Powerful Mixer Grinder with Nutri-Pro Feature, 3 Jars, Coffee Brown and Gold",appliances,All Appliances,https://m.media-amazon.com/images/I/71mg3dCY1VL._AC_UL320_.jpg,https://www.amazon.in/Bajaj-Herculo-Powerful-Grinder-Nutri-Pro/dp/B09GFL3G59/ref=sr_1_2413?qid=1679135730&s=appliances&sr=1-2413,3.9,326,"₹5,299","₹7,990",2412.0,337,200.0,19,2627
Stainless Steel Oil Collector Baffle Filter Container Tray for Kitchen Chimney 16 inch (41 cm),appliances,All Appliances,https://m.media-amazon.com/images/I/51I0CTcLGYL._AC_UL320_.jpg,https://www.amazon.in/Stainless-Collector-Container-Kitchen-Chimney/dp/B08T9WDQQY/ref=sr_1_2416?qid=1679135730&s=appliances&sr=1-2416,4.2,171,"₹1,299","₹1,399",2415.0,482,200.0,19,2630
Absorbia Moisture Absorber & Odour Buster with Activated Charcoal |Family Pack of 3 (300 gms X 3 Boxes) |Absorption Capaci...,appliances,All Appliances,https://m.media-amazon.com/images/I/61gLY9ByWEL._AC_UL320_.jpg,https://www.amazon.in/Absorbia-Moisture-Absorber-Activated-Charcoal/dp/B01LWMMYGN/ref=sr_1_2417?qid=1679135730&s=appliances&sr=1-2417,4.2,692,₹526,₹549,2416.0,454,200.0,19,2631
DIVYA Stainless Steel 1.8 Liters Cylinder Electric Rice Cooker 700W and Steamer,appliances,All Appliances,https://m.media-amazon.com/images/I/71gH7eMaTaL._AC_UL320_.jpg,https://www.amazon.in/DIVYA-Stainless-Cylinder-Electric-Steamer/dp/B0B39F6TTT/ref=sr_1_2418?qid=1679135730&s=appliances&sr=1-2418,3.4,46,"₹2,499","₹4,150",2417.0,417,200.0,19,2632
"Da Anushi Split AC Cover Outdoor Unit for 1.5 Ton Capacity AC, All Weather Cover/Dustproof/Water Resistant (Grey)",appliances,All Appliances,https://m.media-amazon.com/images/I/51C0WaEO24L._AC_UL320_.jpg,https://www.amazon.in/Anushi-Outdoor-Capacity-Dustproof-Resistant/dp/B09ZTKPH3Y/ref=sr_1_2421?qid=1679135730&s=appliances&sr=1-2421,4.3,213,₹309,₹599,2420.0,507,200.0,19,2635
"Havells Klassic 750 watts 3 Jar Mixer Grinder with 304 SS Blades, Large Size SS Jars, Break Resistant Polycarbonate Transp...",appliances,All Appliances,https://m.media-amazon.com/images/I/7161CX7H8JL._AC_UL320_.jpg,https://www.amazon.in/Havells-Klassic-watts-Grinder-lavender/dp/B09DLD254Z/ref=sr_1_2426_mod_primary_new?qid=1679135732&s=appliances&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-2426,4.1,831,"₹3,445","₹5,795",2425.0,479,200.0,19,2640
"Lasko 48"" Xtra Air Tower Fan with Fresh Air Ionizer, Timer and Remote Control for Home and Office use, with 3 yr. India O...",appliances,All Appliances,https://m.media-amazon.com/images/I/51K8EHDa32L._AC_UL320_.jpg,https://www.amazon.in/Lasko-Ionizer-Multi-Function-Control-Warranty/dp/B0847HR78V/ref=sr_1_2429?qid=1679135732&s=appliances&sr=1-2429,3.6,41,"₹10,924","₹11,999",2428.0,346,200.0,19,2643
"Panasonic SR-W18GH Automatic Warmer Cooker Combo Pack (4.4 Liters, Gold)",appliances,All Appliances,https://m.media-amazon.com/images/I/818nJVjBdJL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-SRWA18GHCMB-Cooker-Combo-Litre/dp/B015XPMGDK/ref=sr_1_2430?qid=1679135732&s=appliances&sr=1-2430,4.2,"1,110","₹3,940","₹5,495",2429.0,434,200.0,19,2644
Longway Starlite-1 1200 mm/48 inch High Speed Anti-dust Technology Decorative 5 Star Rated Ceiling Fan 400 RPM with 3 Year...,appliances,All Appliances,https://m.media-amazon.com/images/I/61dEfxAF8mL._AC_UL320_.jpg,https://www.amazon.in/LONGWAY-Copper-Ceiling-Starlite-1-Silver/dp/B084FH28WR/ref=sr_1_2431?qid=1679135732&s=appliances&sr=1-2431,3.3,235,"₹1,189","₹2,681",2430.0,370,200.0,19,2645
Activa 3Kva Instant (0.7 MM THICK) 304L SS Tank Volcano Geyser (3Litre),appliances,All Appliances,https://m.media-amazon.com/images/I/519s8YJ1JWL._AC_UL320_.jpg,https://www.amazon.in/Activa-Instant-Volcano-Geyser-3Litre/dp/B0B7BFZ31S/ref=sr_1_2436?qid=1679135732&s=appliances&sr=1-2436,3.9,203,"₹1,849","₹4,990",2435.0,360,200.0,19,2650
"Amazon Brand - Umi. Front Load Washing Machine Cover Suitable for Samsung 7 kg, 7.5 kg, 8 kg, 8.5 kg, 9 kg (63X63X81 CMS, ...",appliances,All Appliances,https://m.media-amazon.com/images/I/61HaIrV-R9L._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Washing-Suitable-63X63X81/dp/B09XN3B3K9/ref=sr_1_2441?qid=1679135732&s=appliances&sr=1-2441,3.5,72,₹398,₹900,2440.0,369,200.0,19,2654
ACTIVA 390 RPM High Speed Bee Approved 5 Star Rated 1200mm Blade Sweep Apsra Brown Ceiling Fan with 2 Years Warranty (BROWN),appliances,All Appliances,https://m.media-amazon.com/images/I/31hXo964hqL._AC_UL320_.jpg,https://www.amazon.in/ACTIVA-Approved-1200mm-Ceiling-Warranty/dp/B085371QR1/ref=sr_1_2442?qid=1679135732&s=appliances&sr=1-2442,3.8,272,"₹1,099","₹1,990",2441.0,394,200.0,19,2655
"V-Guard VKG17 1.7 Litre Glass Electric Kettle, Black / 2000 Watt Heating Element for fast boiling/Heat-Resistant Borosilic...",appliances,All Appliances,https://m.media-amazon.com/images/I/81E4RwpzyFL._AC_UL320_.jpg,https://www.amazon.in/V-Guard-VKG17-1-7-litres-Watts-Kettle/dp/B07Y2ZTMYK/ref=sr_1_2445?qid=1679135732&s=appliances&sr=1-2445,4.4,429,"₹1,549","₹2,520",2444.0,482,200.0,19,2657
"Dyson V11 Absolute Pro Cord-Free Vacuum Cleaner, Blue (Offer - Add Pet Grooming Kit and/or Car Cleaning Kit to cart and ge...",appliances,All Appliances,https://m.media-amazon.com/images/I/519XF4yGS5L._AC_UL320_.jpg,https://www.amazon.in/Dyson-V11-Absolute-Pro-Additional/dp/B08T1RYY5B/ref=sr_1_2457?qid=1679135733&s=appliances&sr=1-2457,4.6,470,"₹45,900","₹57,900",2456.0,517,200.0,19,2667
"iBELL Castor CTEK15L Premium 1.5 Litre Stainless Steel Electric Kettle,1500W Auto Cut-Off Feature,Silver",appliances,All Appliances,https://m.media-amazon.com/images/I/61J0chsFySL._AC_UL320_.jpg,https://www.amazon.in/CTEK15L-Premium-Stainless-Electric-Cut-Off/dp/B08C7TYHPB/ref=sr_1_2458?qid=1679135733&s=appliances&sr=1-2458,4.2,"1,195",₹678,"₹1,490",2457.0,458,200.0,19,2668
Lifelong LLSWH10 Aqua 10L Storage Metal Body Vertical Water Heater (Geyser) |3 Star BEE Rating| 2000W| (White),appliances,All Appliances,https://m.media-amazon.com/images/I/51yaVo-lPfL._AC_UL320_.jpg,https://www.amazon.in/Lifelong-LLSWH10-Storage-Vertical-Heater/dp/B0BC4GHRHF/ref=sr_1_2460?qid=1679135733&s=appliances&sr=1-2460,4.3,95,"₹3,158.12","₹10,000",2459.0,429,200.0,19,2669
"Anchor by Panasonic Lugano 3L Geyser, Instant Water Heater with advance 4 level safety (Geyser) with Glassline Inner Tank",appliances,All Appliances,https://m.media-amazon.com/images/I/51DtrbxP1DL._AC_UL320_.jpg,https://www.amazon.in/anchor-panasonic-Lugano-Instant-WIAVP03OWLU02A/dp/B09FQ4TB9Q/ref=sr_1_2461_mod_primary_new?qid=1679135733&s=appliances&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-2461,4.0,685,"₹2,400","₹5,699",2460.0,404,200.0,19,2670
VMTC Adjustable Foam Cannon Nozzle Lance Compatible with Karcher K1-K7 Pressure Washer Gun (700ml High-Pressure Car Washer...,appliances,All Appliances,https://m.media-amazon.com/images/I/61T+pJUMS9L._AC_UL320_.jpg,https://www.amazon.in/VMTC-Adjustable-Nozzle-Karcher-Pressure/dp/B07P6WM6GQ/ref=sr_1_2464?qid=1679135733&s=appliances&sr=1-2464,4.1,886,"₹1,099","₹1,999",2463.0,431,200.0,19,2673
"ELITE PRODUCTS Water Proof Cover for Suitable for Dishwashers. (Suitable for 12, 13 & 14 Place Settings of Bosch | SEIMENS...",appliances,All Appliances,https://m.media-amazon.com/images/I/81OhWp3++tL._AC_UL320_.jpg,https://www.amazon.in/ELITE-PRODUCTS-Water-Dishwashers-VOLTAS/dp/B08QFP62V3/ref=sr_1_2470?qid=1679135733&s=appliances&sr=1-2470,4.5,662,₹475,"₹1,499",2469.0,476,200.0,19,2679
"Slings Dough/Atta Maker Must For Every Kitchen, Blue.",appliances,All Appliances,https://m.media-amazon.com/images/I/51oa9DKYhrL._AC_UL320_.jpg,https://www.amazon.in/Slings-Dough-Maker-Every-Kitchen/dp/B06W5JT552/ref=sr_1_2471?qid=1679135733&s=appliances&sr=1-2471,3.7,"1,682",₹375,₹499,2470.0,408,200.0,19,2680
"Crompton Optimus Neo Tower Air Cooler- 27L; with Everlast Pump, Auto Fill, 4-Way Air Deflection and High Density Honeycomb...",appliances,All Appliances,https://m.media-amazon.com/images/I/41qvbNQdPCL._AC_UL320_.jpg,https://www.amazon.in/Crompton-Optimus-Neo-27-litres-Honeycomb/dp/B0842R449Q/ref=sr_1_2479?qid=1679135735&s=appliances&sr=1-2479,3.4,388,"₹7,499","₹10,000",2478.0,309,200.0,19,2687
"Prestige Electric kettle - PKCS 1.2 L, Silver",appliances,All Appliances,https://m.media-amazon.com/images/I/814-AQvLMlL._AC_UL320_.jpg,https://www.amazon.in/Prestige-Electric-Kettle-PKCS-1-2/dp/B07TXCSDM6/ref=sr_1_2486?qid=1679135735&s=appliances&sr=1-2486,3.8,"2,823",₹780,"₹1,345",2485.0,419,200.0,19,2694
"AGARO GRAND 2 Slice Stainless Steel Pop Up Toaster, With Cancel, Reheat And Defrost Functions, Variable Heat Settings, Rem...",appliances,All Appliances,https://m.media-amazon.com/images/I/51xcWOBwS4L._AC_UL320_.jpg,https://www.amazon.in/AGARO-Stainless-Functions-Removable-Breakfast/dp/B0B2PLDT4Z/ref=sr_1_2493?qid=1679135735&s=appliances&sr=1-2493,3.9,18,"₹1,999","₹4,295",2492.0,336,200.0,19,2701
Havells Swing Lx 400mm Table Fan (Cherry),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41kuPeEmLVL._AC_UL320_.jpg,https://www.amazon.in/Havells-Swing-400mm-Table-Cherry/dp/B00J5DY7RU/ref=sr_1_2497?qid=1679135736&s=appliances&sr=1-2497,3.9,"1,650","₹2,224","₹3,420",2496.0,410,200.0,19,2705
Usha 3345 450-Watt Juicer Mixer Grinder with 2 Jars (White),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61iXwxCYayL._AC_UL320_.jpg,https://www.amazon.in/Usha-3345-450-Watt-Juicer-Grinder/dp/B01JURBZSY/ref=sr_1_2498_mod_primary_new?qid=1679135736&s=appliances&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-2498,3.7,922,"₹2,998","₹5,090",2497.0,344,200.0,19,2706
"Whirlpool 207 L 5 Star Inverter Direct-Cool Single Door Refrigerator (230 IMPRO ROY 5S INV WINE ABYSS-Z, With Base Stand, ...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61Swsef5QeL._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-Inverter-Direct-Cool-Refrigerator-ABYSS-Z/dp/B0BSRVC11X/ref=sr_1_2507?qid=1679135736&s=appliances&sr=1-2507,4.3,970,"₹18,990","₹25,050",2506.0,451,200.0,19,2714
SOLARA Xtra Large Digital Air Fryer for Home Kitchen with 8 Pre set modes for Indian cooking | 5.5L basket | Mobile app wi...,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61PhxxRyNsS._AC_UL320_.jpg,https://www.amazon.in/SOLARA-Digital-Kitchen-Indian-cooking/dp/B097R56RWC/ref=sr_1_2511?qid=1679135736&s=appliances&sr=1-2511,4.4,"1,394","₹7,299","₹12,999",2510.0,474,200.0,19,2718
"V-Guard Grillking Supreme 4 Slice 2000 Watt Multipurpose Grill (Silver & Black), BBQ & Panini/Sandwich Maker, Jumbo Capaci...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71oLJh9z3CL._AC_UL320_.jpg,https://www.amazon.in/V-Guard-Grillking-Supreme-Multipurpose-Sandwich/dp/B07Y58F3JJ/ref=sr_1_2513?qid=1679135736&s=appliances&sr=1-2513,4.2,670,"₹3,570","₹4,200",2512.0,504,200.0,19,2720
CAZAR Premium Pressure Water Spray Gun Car Wash Floor Cleaning 15 MPA 10 m Electric High Pressure Water Washer Gun with Ad...,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61LtHNB2ztL._AC_UL320_.jpg,https://www.amazon.in/CAZAR-Pressure-Cleaning-Electric-Adjustable/dp/B09HHGB4LB/ref=sr_1_2516?qid=1679135736&s=appliances&sr=1-2516,3.5,136,₹603,"₹1,250",2515.0,318,200.0,19,2723
"DGMR ENGG WORKS YJ666 150W Wet Grinder, Orange and Grey",appliances,All Appliances,https://m.media-amazon.com/images/I/51eZkOre-TL._AC_UL320_.jpg,https://www.amazon.in/DGMR-ENGG-WORKS-YJ666-Grinder/dp/B07R4FKFM6/ref=sr_1_2524?qid=1679135737&s=appliances&sr=1-2524,3.9,"1,246","₹3,000","₹5,555",2523.0,356,200.0,19,2731
"Faber Marvel 500W Blender Mixer Grinder, || low-noise, up to 18000 rpm speed || 1 year comprehensive warranty (FMG MARVEL ...",appliances,All Appliances,https://m.media-amazon.com/images/I/61rlJGIqpeL._AC_UL320_.jpg,https://www.amazon.in/Faber-FMG-MARVEL-3J-PW/dp/B0B1HXLD4P/ref=sr_1_2525?qid=1679135737&s=appliances&sr=1-2525,3.5,17,"₹1,438.40","₹4,990",2524.0,428,200.0,19,2732
Gleckn Storage Organizer Foldable Wardrobe Cotton Mini Rope Laundry Basket with Lid Cloth Storage Box Baby Bucket Hamper N...,appliances,All Appliances,https://m.media-amazon.com/images/I/61D66sV8aFL._AC_UL320_.jpg,https://www.amazon.in/Gleckn-Storage-Organizer-Foldable-Box/dp/B0BCBWCXD6/ref=sr_1_2528?qid=1679135737&s=appliances&sr=1-2528,4.9,21,₹899,"₹3,999",2527.0,423,200.0,19,2735
"LG 2.0 Ton 3 Star AI DUAL Inverter Split AC (Copper, Super Convertible 6-in-1 Cooling, 4 Way Swing, HD Filter with Anti-Vi...",appliances,All Appliances,https://m.media-amazon.com/images/I/51JFb7FctDL._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-RS-Q24ENXE/dp/B0BQ7GK9HW/ref=sr_1_2534_mod_primary_new?qid=1679135737&s=appliances&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-2534,2.7,3,"₹52,900","₹85,990",2533.0,319,200.0,19,2740
